Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,sales,year,month,day
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Men's Street Footwear,$68.00 ,255,"$17,340 ","$6,242 ",36%,Outlet,17340,2021,8,17
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Men's Athletic Footwear,$60.00 ,272,"$16,320 ","$4,406 ",27%,Outlet,16320,2021,8,17
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Women's Street Footwear,$62.00 ,231,"$14,322 ","$4,726 ",33%,Outlet,14322,2021,8,17
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Women's Athletic Footwear,$64.00 ,147,"$9,408 ","$3,105 ",33%,Outlet,9408,2021,8,17
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Men's Apparel,$63.00 ,166,"$10,458 ","$2,510 ",24%,Outlet,10458,2021,8,17
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Women's Apparel,$60.00 ,96,"$5,760 ","$2,822 ",49%,Outlet,5760,2021,8,17
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Men's Street Footwear,$44.00 ,155,"$6,820 ","$2,523 ",37%,Outlet,6820,2021,9,18
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Men's Athletic Footwear,$45.00 ,150,"$6,750 ","$2,093 ",31%,Outlet,6750,2021,9,18
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Women's Street Footwear,$39.00 ,96,"$3,744 ","$1,236 ",33%,Outlet,3744,2021,9,18
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Women's Athletic Footwear,$44.00 ,78,"$3,432 ","$1,270 ",37%,Outlet,3432,2021,9,18
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Men's Apparel,$54.00 ,94,"$5,076 ","$1,167 ",23%,Outlet,5076,2021,9,18
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Women's Apparel,$42.00 ,99,"$4,158 ","$2,037 ",49%,Outlet,4158,2021,9,18
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Men's Street Footwear,$39.00 ,140,"$5,460 ","$2,020 ",37%,Outlet,5460,2021,10,17
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Men's Athletic Footwear,$43.00 ,190,"$8,170 ","$2,369 ",29%,Outlet,8170,2021,10,17
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Women's Street Footwear,$43.00 ,128,"$5,504 ","$1,871 ",34%,Outlet,5504,2021,10,17
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Women's Athletic Footwear,$40.00 ,120,"$4,800 ","$1,680 ",35%,Outlet,4800,2021,10,17
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Men's Apparel,$47.00 ,116,"$5,452 ","$1,199 ",22%,Outlet,5452,2021,10,17
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Women's Apparel,$53.00 ,140,"$7,420 ","$3,858 ",52%,Outlet,7420,2021,10,17
Walmart,1185732,2021-07-16,South,Mississippi,Jackson,Men's Athletic Footwear,$42.00 ,192,"$8,064 ","$3,064 ",38%,Outlet,8064,2021,7,16
Walmart,1185732,2021-07-16,South,Mississippi,Jackson,Women's Street Footwear,$37.00 ,168,"$6,216 ","$2,611 ",42%,Outlet,6216,2021,7,16
Walmart,1185732,2021-07-16,South,Mississippi,Jackson,Women's Athletic Footwear,$33.00 ,143,"$4,719 ","$2,029 ",43%,Outlet,4719,2021,7,16
Walmart,1185732,2021-07-16,South,Mississippi,Jackson,Men's Apparel,$46.00 ,150,"$6,900 ","$2,553 ",37%,Outlet,6900,2021,7,16
Walmart,1185732,2021-07-16,South,Mississippi,Jackson,Women's Apparel,$49.00 ,209,"$10,241 ","$5,428 ",53%,Outlet,10241,2021,7,16
Walmart,1185732,2021-08-17,South,Mississippi,Jackson,Men's Street Footwear,$41.00 ,256,"$10,496 ","$4,723 ",45%,Outlet,10496,2021,8,17
Walmart,1185732,2021-08-17,South,Mississippi,Jackson,Men's Athletic Footwear,$44.00 ,198,"$8,712 ","$3,572 ",41%,Outlet,8712,2021,8,17
Walmart,1185732,2021-08-17,South,Mississippi,Jackson,Women's Street Footwear,$37.00 ,179,"$6,623 ","$2,914 ",44%,Outlet,6623,2021,8,17
Walmart,1185732,2021-08-17,South,Mississippi,Jackson,Women's Athletic Footwear,$32.00 ,147,"$4,704 ","$1,976 ",42%,Outlet,4704,2021,8,17
Walmart,1185732,2021-08-17,South,Mississippi,Jackson,Men's Apparel,$35.00 ,158,"$5,530 ","$2,323 ",42%,Outlet,5530,2021,8,17
Walmart,1185732,2021-08-17,South,Mississippi,Jackson,Women's Apparel,$42.00 ,206,"$8,652 ","$4,759 ",55%,Outlet,8652,2021,8,17
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Men's Street Footwear,$40.00 ,232,"$9,280 ","$4,083 ",44%,Outlet,9280,2021,9,16
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Men's Athletic Footwear,$33.00 ,158,"$5,214 ","$2,138 ",41%,Outlet,5214,2021,9,16
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Women's Street Footwear,$15.00 ,145,"$2,175 ","$1,022 ",47%,Outlet,2175,2021,9,16
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Women's Athletic Footwear,$16.00 ,120,"$1,920 ",$864 ,45%,Outlet,1920,2021,9,16
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Men's Apparel,$22.00 ,132,"$2,904 ","$1,104 ",38%,Outlet,2904,2021,9,16
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Women's Apparel,$26.00 ,160,"$4,160 ","$2,330 ",56%,Outlet,4160,2021,9,16
Walmart,1185732,2021-10-18,South,Mississippi,Jackson,Men's Street Footwear,$24.00 ,216,"$5,184 ","$2,385 ",46%,Outlet,5184,2021,10,18
Walmart,1185732,2021-10-18,South,Mississippi,Jackson,Men's Athletic Footwear,$17.00 ,165,"$2,805 ","$1,038 ",37%,Outlet,2805,2021,10,18
Walmart,1185732,2021-10-18,South,Mississippi,Jackson,Women's Street Footwear,$19.00 ,120,"$2,280 ","$1,072 ",47%,Outlet,2280,2021,10,18
Walmart,1185732,2021-10-18,South,Mississippi,Jackson,Women's Athletic Footwear,$20.00 ,109,"$2,180 ",$981 ,45%,Outlet,2180,2021,10,18
Walmart,1185732,2021-10-18,South,Mississippi,Jackson,Men's Apparel,$25.00 ,105,"$2,625 ","$1,103 ",42%,Outlet,2625,2021,10,18
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Men's Street Footwear,$39.00 ,271,"$10,569 ","$4,439 ",42%,Outlet,10569,2021,7,19
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Men's Athletic Footwear,$36.00 ,163,"$5,868 ","$2,171 ",37%,Outlet,5868,2021,7,19
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Women's Street Footwear,$32.00 ,140,"$4,480 ","$1,971 ",44%,Outlet,4480,2021,7,19
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Women's Athletic Footwear,$35.00 ,120,"$4,200 ","$1,806 ",43%,Outlet,4200,2021,7,19
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Men's Apparel,$40.00 ,149,"$5,960 ","$2,384 ",40%,Outlet,5960,2021,7,19
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Women's Apparel,$50.00 ,198,"$9,900 ","$4,554 ",46%,Outlet,9900,2021,7,19
Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,Men's Street Footwear,$43.00 ,233,"$10,019 ","$4,509 ",45%,Outlet,10019,2021,8,20
Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,Men's Athletic Footwear,$42.00 ,163,"$6,846 ","$2,670 ",39%,Outlet,6846,2021,8,20
Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,Women's Street Footwear,$40.00 ,135,"$5,400 ","$2,376 ",44%,Outlet,5400,2021,8,20
Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,Women's Athletic Footwear,$29.00 ,132,"$3,828 ","$1,723 ",45%,Outlet,3828,2021,8,20
Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,Men's Apparel,$40.00 ,113,"$4,520 ","$1,672 ",37%,Outlet,4520,2021,8,20
Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,Women's Apparel,$40.00 ,193,"$7,720 ","$3,628 ",47%,Outlet,7720,2021,8,20
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,Men's Street Footwear,$35.00 ,221,"$7,735 ","$3,326 ",43%,Outlet,7735,2021,9,19
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,Men's Athletic Footwear,$26.00 ,135,"$3,510 ","$1,439 ",41%,Outlet,3510,2021,9,19
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,Women's Street Footwear,$11.00 ,123,"$1,353 ",$636 ,47%,Outlet,1353,2021,9,19
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,Women's Athletic Footwear,$12.00 ,104,"$1,248 ",$524 ,42%,Outlet,1248,2021,9,19
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,Men's Apparel,$18.00 ,111,"$1,998 ",$779 ,39%,Outlet,1998,2021,9,19
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,Women's Apparel,$22.00 ,140,"$3,080 ","$1,294 ",42%,Outlet,3080,2021,9,19
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Men's Street Footwear,$21.00 ,180,"$3,780 ","$1,701 ",45%,Outlet,3780,2021,10,21
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Men's Athletic Footwear,$14.00 ,132,"$1,848 ",$739 ,40%,Outlet,1848,2021,10,21
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Women's Street Footwear,$16.00 ,99,"$1,584 ",$729 ,46%,Outlet,1584,2021,10,21
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Women's Athletic Footwear,$15.00 ,94,"$1,410 ",$635 ,45%,Outlet,1410,2021,10,21
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Men's Apparel,$21.00 ,91,"$1,911 ",$707 ,37%,Outlet,1911,2021,10,21
