Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,sales,year,month,day
Walmart,1197831,2020-08-22,South,Texas,Houston,Men's Apparel,$29.00 ,221,"$6,409 ","$2,051 ",32%,Outlet,6409,2020,8,22
Walmart,1197831,2020-08-23,South,Texas,Houston,Women's Apparel,$38.00 ,350,"$13,300 ","$7,581 ",57%,Outlet,13300,2020,8,23
Walmart,1197831,2020-08-24,South,Texas,Houston,Men's Street Footwear,$29.00 ,295,"$8,555 ","$3,422 ",40%,Outlet,8555,2020,8,24
Walmart,1197831,2020-08-25,South,Texas,Houston,Men's Athletic Footwear,$32.00 ,285,"$9,120 ","$3,830 ",42%,Outlet,9120,2020,8,25
Walmart,1197831,2020-08-26,South,Texas,Houston,Women's Street Footwear,$29.00 ,374,"$10,846 ","$4,447 ",41%,Outlet,10846,2020,8,26
Walmart,1197831,2020-08-27,South,Texas,Houston,Women's Athletic Footwear,$28.00 ,224,"$6,272 ","$3,261 ",52%,Outlet,6272,2020,8,27
Walmart,1197831,2020-08-28,South,Texas,Houston,Men's Apparel,$33.00 ,217,"$7,161 ","$2,578 ",36%,Outlet,7161,2020,8,28
Walmart,1197831,2020-08-29,South,Texas,Houston,Women's Apparel,$36.00 ,302,"$10,872 ","$5,653 ",52%,Outlet,10872,2020,8,29
Walmart,1197831,2020-08-30,South,Texas,Houston,Men's Street Footwear,$27.00 ,305,"$8,235 ","$3,047 ",37%,Outlet,8235,2020,8,30
Walmart,1197831,2020-08-31,South,Texas,Houston,Men's Athletic Footwear,$33.00 ,305,"$10,065 ","$3,825 ",38%,Outlet,10065,2020,8,31
Walmart,1197831,2020-09-01,South,Texas,Houston,Women's Street Footwear,$29.00 ,374,"$10,846 ","$4,447 ",41%,Outlet,10846,2020,9,1
Walmart,1197831,2020-09-02,South,Texas,Houston,Women's Athletic Footwear,$30.00 ,215,"$6,450 ","$3,096 ",48%,Outlet,6450,2020,9,2
Walmart,1197831,2020-09-03,South,Texas,Houston,Men's Apparel,$35.00 ,228,"$7,980 ","$2,713 ",34%,Outlet,7980,2020,9,3
Walmart,1197831,2020-09-04,South,Texas,Houston,Women's Apparel,$39.00 ,270,"$10,530 ","$5,686 ",54%,Outlet,10530,2020,9,4
Walmart,1197831,2020-09-05,South,Texas,Houston,Men's Street Footwear,$33.00 ,264,"$8,712 ","$3,659 ",42%,Outlet,8712,2020,9,5
Walmart,1197831,2020-09-06,South,Texas,Houston,Men's Athletic Footwear,$32.00 ,255,"$8,160 ","$3,019 ",37%,Outlet,8160,2020,9,6
Walmart,1197831,2020-09-07,South,Texas,Houston,Women's Street Footwear,$36.00 ,315,"$11,340 ","$4,309 ",38%,Outlet,11340,2020,9,7
Walmart,1197831,2020-09-08,South,Texas,Houston,Women's Athletic Footwear,$37.00 ,200,"$7,400 ","$3,700 ",50%,Outlet,7400,2020,9,8
Walmart,1197831,2020-09-09,South,Texas,Houston,Men's Apparel,$36.00 ,206,"$7,416 ","$2,670 ",36%,Outlet,7416,2020,9,9
Walmart,1197831,2020-09-10,South,Texas,Houston,Women's Apparel,$42.00 ,298,"$12,516 ","$7,134 ",57%,Outlet,12516,2020,9,10
Walmart,1197831,2020-09-11,South,Texas,Houston,Men's Street Footwear,$31.00 ,272,"$8,432 ","$3,288 ",39%,Outlet,8432,2020,9,11
Walmart,1197831,2020-09-12,South,Texas,Houston,Men's Athletic Footwear,$29.00 ,248,"$7,192 ","$2,805 ",39%,Outlet,7192,2020,9,12
Walmart,1197831,2020-09-13,South,Texas,Houston,Women's Street Footwear,$39.00 ,255,"$9,945 ","$3,680 ",37%,Outlet,9945,2020,9,13
Walmart,1197831,2020-09-14,South,Texas,Houston,Women's Athletic Footwear,$36.00 ,204,"$7,344 ","$3,452 ",47%,Outlet,7344,2020,9,14
Walmart,1197831,2020-09-15,South,Texas,Houston,Men's Apparel,$35.00 ,184,"$6,440 ","$2,383 ",37%,Outlet,6440,2020,9,15
Walmart,1197831,2020-09-16,South,Texas,Houston,Women's Apparel,$43.00 ,233,"$10,019 ","$5,410 ",54%,Outlet,10019,2020,9,16
Walmart,1197831,2020-10-20,South,Texas,Houston,Men's Street Footwear,$34.00 ,270,"$9,180 ","$3,488 ",38%,Outlet,9180,2020,10,20
Walmart,1197831,2020-10-21,South,Texas,Houston,Men's Athletic Footwear,$31.00 ,306,"$9,486 ","$3,794 ",40%,Outlet,9486,2020,10,21
Walmart,1197831,2020-10-22,South,Texas,Houston,Women's Street Footwear,$34.00 ,281,"$9,554 ","$3,726 ",39%,Outlet,9554,2020,10,22
Walmart,1197831,2020-10-23,South,Texas,Houston,Women's Athletic Footwear,$36.00 ,230,"$8,280 ","$4,140 ",50%,Outlet,8280,2020,10,23
Walmart,1197831,2020-10-24,South,Texas,Houston,Men's Apparel,$30.00 ,195,"$5,850 ","$1,872 ",32%,Outlet,5850,2020,10,24
Walmart,1197831,2020-10-25,South,Texas,Houston,Women's Apparel,$44.00 ,289,"$12,716 ","$7,248 ",57%,Outlet,12716,2020,10,25
Walmart,1197831,2020-10-26,South,Texas,Houston,Men's Street Footwear,$32.00 ,333,"$10,656 ","$4,262 ",40%,Outlet,10656,2020,10,26
Walmart,1197831,2020-10-27,South,Texas,Houston,Men's Athletic Footwear,$34.00 ,333,"$11,322 ","$4,755 ",42%,Outlet,11322,2020,10,27
Walmart,1197831,2020-10-28,South,Texas,Houston,Women's Street Footwear,$38.00 ,298,"$11,324 ","$4,303 ",38%,Outlet,11324,2020,10,28
Walmart,1197831,2020-10-29,South,Texas,Houston,Women's Athletic Footwear,$36.00 ,210,"$7,560 ","$3,931 ",52%,Outlet,7560,2020,10,29
Walmart,1197831,2020-10-30,South,Texas,Houston,Men's Apparel,$30.00 ,208,"$6,240 ","$2,246 ",36%,Outlet,6240,2020,10,30
Walmart,1197831,2020-10-31,South,Texas,Houston,Women's Apparel,$41.00 ,306,"$12,546 ","$6,900 ",55%,Outlet,12546,2020,10,31
